"Klub","Nazwa_stadionu","Pojemnosc","Liczba_widzow","Srednia","Wykorzystanie","Sezon","Kraj","Liczba_meczow","Zwyciestwa","Remisy","Porazki","Gole_zdobyte","Gole_stracone","Bilans_goli","Punkty"
"Ceará Sporting Club","Estádio Governador Plácido Castelo",60326,518610,30.506,50.6,"2021/2022","Brazylia",19,4,8,7,20,22,-2,20
"Internacional Porto Alegre","Estádio Beira-Rio",50848,434301,22.858,45,"2021/2022","Brazylia",19,13,5,1,40,14,26,44
"Coritiba FC","Estádio Major Antônio Couto Pereira",40502,402981,21.21,52.4,"2021/2022","Brazylia",19,11,4,4,25,16,9,37
"Botafogo de Futebol e Regatas","Estádio Olímpico Nilton Santos",46931,393807,20.727,44.2,"2021/2022","Brazylia",19,6,4,9,18,19,-1,22
"Clube Atlético Paranaense","Ligga Arena",42372,370099,19.479,46,"2021/2022","Brazylia",19,11,6,2,31,17,14,39
"Cuiabá Esporte Clube (MT)","Arena Pantanal",42968,260711,13.722,31.9,"2021/2022","Brazylia",19,6,8,5,17,15,2,26
"Santos FC","Estádio Urbano Caldeira",20120,214833,11.307,56.2,"2021/2022","Brazylia",19,8,5,6,28,19,9,29
"Goiás EC","Estádio de Hailé Pinheiro",14525,197799,10.41,71.7,"2021/2022","Brazylia",19,6,8,5,20,22,-2,26
"Avaí FC","Estádio Aderbal Ramos da Silva",17800,164666,9.148,51.4,"2021/2022","Brazylia",19,7,4,8,24,26,-2,25
"Atlético Clube Goianiense","Estádio Antonio Accioly",13000,135724,7.143,55,"2021/2022","Brazylia",19,6,5,8,22,23,-1,23
"Red Bull Bragantino","Estádio Nabi Abi Chedid",15010,90606,4.769,31.8,"2021/2022","Brazylia",19,8,5,6,29,23,6,29
"América Futebol Clube (MG)","Estádio Raimundo Sampaio",25000,72749,3.829,15.3,"2021/2022","Brazylia",19,9,4,6,22,18,4,31
"Esporte Clube Juventude","Estádio Alfredo Jaconi ",23726,72644,3.823,16.1,"2021/2022","Brazylia",19,2,9,8,18,27,-9,15
"Flamengo Rio de Janeiro","Estádio Jornalista Mário Filho",78838,1096671,57.72,73.2,"2022/2023","Brazylia",19,10,5,4,26,16,10,35
"FC Sao Paulo","Estádio Cícero Pompeu de Toledo",72039,832196,43.8,60.8,"2022/2023","Brazylia",19,13,3,3,29,13,16,42
"Esporte Clube Bahia","Arena Fonte Nova",47364,702804,36.99,78.1,"2022/2023","Brazylia",19,8,5,6,29,21,8,29
"Sport Club Corinthians Paulista","Neo Química Arena ",49205,695640,38.647,78.5,"2022/2023","Brazylia",19,6,10,3,26,23,3,28
"Fortaleza Esporte Clube","Estádio Governador Plácido Castelo",60326,638129,33.586,55.7,"2022/2023","Brazylia",19,9,6,4,28,20,8,33
